target_id,goal,indicator_id,indicator
3.4.b,3,3.4.b.0,"Odsetek kobiet w wieku 15 lat i więcej, którym kiedykolwiek wykonano badanie cytologiczne"
3.4.c,3,3.4.c.0,"Odsetek mężczyzn w wieku 40 lat i więcej, którym kiedykolwiek wykonano lekarskie badanie prostaty "
3.4.d,3,3.4.d.0,"Odsetek noworodków objętych badaniami przesiewowymi w kierunku rzadkich wad metabolizmu"
3.4.e,3,3.4.e.0,"Liczba badań przesiewowych dla wczesnego wykrywania raka jelita grubego na 10 tys. ludności "
3.5.a,3,3.5.a.0,"Wydatki bieżące publiczne na ochronę zdrowia, jako % PKB "
3.6.a,3,3.6.a.0,"Odsetek podmiotów leczniczych posiadających rozwiązania informatyczne umożliwiające prowadzenie dokumentacji medycznej w postaci elektronicznej"
3.7.a,3,3.7.a.0,"Krajowy wskaźnik średniego narażenia na pył PM2,5"
4.1.a,4,4.1.a.0,"Stopa bezrobocia absolwentów szkół prowadzących kształcenie zawodowe wg BAEL"
4.2.a,4,4.2.a.0,"Odsetek studentów-cudzoziemców studiujących na polskich uczelniach na terenie Polski "
4.3.a,4,4.3.a.0,"Wyniki testów PISA - odsetek uczniów na najwyższych poziomach osiągnięć w czytaniu i interpretacji"
4.3.b,4,4.3.b.0,"Wyniki testów PISA - odsetek uczniów na najwyższych poziomach osiągnięć w matematyce"
4.3.c,4,4.3.c.0,"Wyniki testów PISA - odsetek uczniów na najniższych poziomach osiągnięć w czytaniu i interpretacji"
4.3.d,4,4.3.d.0,"Wyniki testów PISA - odsetek uczniów na najniższych poziomach osiągnięć w matematyce"
4.3.e,4,4.3.e.0,"Wyniki testów PISA - odsetek uczniów na minimalnym wymagalnym poziomie osiągnięć w czytaniu i interpretacji"
4.3.f,4,4.3.f.0,"Wyniki testów PISA - odsetek uczniów na minimalnym wymagalnym poziomie osiągnięć w matematyce"
4.3.g,4,4.3.g.0,"Odsetek dzieci w wieku 3-5 lat objętych wychowaniem przedszkolnym"
4.4.a,4,4.4.a.0,"Młodzież niekontynuująca nauki "
4.4.b,4,4.4.b.0,"Osoby dorosłe uczestniczące w kształceniu lub szkoleniu"
4.5.a,4,4.5.a.0,"Odsetek osób deklarujących znajomość przynajmniej jednego języka obcego"
4.5.b,4,4.5.b.0,"Odsetek osób posiadających ponadpodstawowe umiejętności cyfrowe"
5.1.a,5,5.1.a.0,"Zróżnicowanie wynagrodzeń kobiet i mężczyzn (luka płacowa)"
5.1.b,5,5.1.b.0,"Luka w zatrudnieniu kobiet i mężczyzn (w wieku 25-54 lata)"
5.1.c,5,5.1.c.0,"Udział kobiet na stanowiskach kierowniczych w ogólnej liczbie pracujących na stanowiskach kierowniczych"
5.2.a,5,5.2.a.0,"Odsetek dzieci w wieku 1-3 lata objętych różnymi formami opieki instytucjonalnej "
5.3.a,5,5.3.a.0,"Wskaźnik zatrudnienia kobiet z najmłodszym dzieckiem w wieku do 5 lat wg BAEL"
6.1.a,6,6.1.a.0,"Pojemność obiektów małej retencji wodnej"
6.1.b,6,6.1.b.0,"Odsetek ludności zaopatrywanej z sieci wodociągowej w wodę nieodpowiadającą wymaganiom"
6.2.a,6,6.2.a.0,"Odsetek ludności korzystającej z oczyszczalni ścieków"
6.2.b,6,6.2.b.0,"Ścieki przemysłowe i komunalne oczyszczane biologicznie, chemicznie i z podwyższonym usuwaniem biogenów w % ścieków wymagających oczyszczenia"
7.1.a,7,7.1.a.0,"Energochłonność pierwotna PKB z korektą klimatyczną"
7.2.a,7,7.2.a.0,"Udział energii ze źródeł odnawialnych w końcowym zużyciu energii brutto"
7.3.a,7,7.3.a.0,"Stosunek pozyskania energii ogółem do globalnego zużycia energii"
7.3.b,7,7.3.b.0,"SAIDI (Wskaźnik przeciętnego systemowego czasu trwania przerwy długiej i bardzo długiej w przeliczeniu na jednego odbiorcę)"
7.4.a,7,7.4.a.0,"Odsetek gospodarstw domowych (o dochodach poniżej 60% mediany), deklarujących brak możliwości ogrzewania mieszkania odpowiednio do potrzeb (EU-SILC)"
7.4.b,7,7.4.b.0,"Udział przeciętnych miesięcznych wydatków na nośniki energii w wydatkach gospodarstw domowych ogółem"
8.1.a,8,8.1.a.0,"Udział eksportu wyrobów wysokiej techniki w eksporcie ogółem"
8.1.b,8,8.1.b.0,"Nakłady na działalność innowacyjną w przedsiębiorstwach w relacji do PKB"
8.1.c,8,8.1.c.0,"Wskaźnik Globalnej Konkurencyjności (GCI) - pozycja w rankingu"
8.2.a,8,8.2.a.0,"Wskaźnik łatwości prowadzenia interesów (pozycja w rankingu Doing Business)"
8.3.a,8,8.3.a.0,"Wskaźnik zatrudnienia osób w wieku 15 lat i więcej (wg BAEL)"
8.4.a,8,8.4.a.0,"Odsetek osób zatrudnionych na podstawie stosunku pracy"
8.5.a,8,8.5.a.0,"Wskaźnik zatrudnienia kobiet z najmłodszym dzieckiem w wieku do 5 lat wg BAEL"
8.6.a,8,8.6.a.0,"Odsetek pracowników otrzymujących wynagrodzenie miesięczne ogółem w wysokości do 50% przeciętnego wynagrodzenia brutto w gospodarce narodowej"
8.7.a,8,8.7.a.0,"Współczynnik aktywności zawodowej"
8.7.b,8,8.7.b.0,"Udział osób długotrwale bezrobotnych w ogólnej liczbie bezrobotnych (20-64 lata)"
8.7.c,8,8.7.c.0,"Osoby młode niepracujące, nieuczące się i niedokształcające się (w wieku 15-24 lata)"
8.8.a,8,8.8.a.0,"Udział osób pracujących na wsi w sektorze pozarolniczym w ogólnej liczbie osób pracujących na wsi"
8.9.a,8,8.9.a.0,"Saldo migracji zagranicznych na pobyt stały"
9.1.a,9,9.1.a.0,"Globalny Indeks Innowacji (Global Innovation Index)"
9.2.a,9,9.2.a.0,"Nakłady krajowe brutto na działalność B+R w relacji do PKB"
9.2.b,9,9.2.b.0,"Nakłady sektora przedsiębiorstw na działalność B+R w relacji do PKB"
9.2.c,9,9.2.c.0,"Udział przychodów netto ze sprzedaży produktów nowych lub istotnie ulepszonych w przychodach netto ze sprzedaży ogółem w przedsiębiorstwach przemysłowych"
9.2.d,9,9.2.d.0,"Udział eksportu wyrobów wysokiej techniki w eksporcie ogółem"
9.3.a,9,9.3.a.0,"Odsetek gospodarstw domowych korzystających z dostępu do Internetu o przepustowości przynajmniej 100 Mb/s"
9.4.a,9,9.4.a.0,"Udział przychodów ze sprzedaży na eksport w przychodach netto MŚP ze sprzedaży produktów, towarów i materiałów"
9.5.a,9,9.5.a.0,"Wskaźnik Międzygałęziowej dostępności transportowej (WMDT)"
9.5.b,9,9.5.b.0,"Gęstość dróg ekspresowych i autostrad na 1000 km2"
10.1.a,10,10.1.a.0,"Zróżnicowanie wartości dodanej brutto na 1 pracującego na poziomie regionów (NUTS 2)"
10.1.b,10,10.1.b.0,"Relacja przeciętnych rocznych dochodów do dyspozycji netto na 1 osobę w gospodarstwie domowym na wsi do miasta"
10.2.a,10,10.2.a.0,"Zmiana liczby pracujących w podregionach o mniej korzystnych uwarunkowaniach rozwojowych"
10.3.a,10,10.3.a.0,"Współczynnik Giniego - wskaźnik rozkładu dochodów"
11.1.a,11,11.1.a.0,"Narażenie na nadmierny hałas"
11.1.b,11,11.1.b.0,"Przeciętna powierzchnia użytkowa mieszkania na 1 osobę w miastach"
11.1.c,11,11.1.c.0,"Odsetek ludności miejskiej żyjącej w mieszkaniach z przeciekającym dachem, wilgotnymi ścianami, podłogami lub fundamentami lub ze zgnilizną ram okiennych lub podłóg"
11.1.d,11,11.1.d.0,"Udział autobusów na alternatywne paliwo w ogólnej liczbie autobusów służących do obsługi transportu miejskiego"
11.1.e,11,11.1.e.0,"Liczba przewozów pasażerskich w przeliczeniu na 1 mieszkańca obszarów miejskich"
11.1.f,11,11.1.f.0,"Odsetek odpadów komunalnych przeznaczonych do przetworzenia w określony sposób w relacji do ilości odpadów wytworzonych"
11.2.a,11,11.2.a.0,"Krajowy wskaźnik średniego narażenia na pył PM2,5"
11.2.b,11,11.2.b.0,"Powierzchnia terenów zielonych w miastach [w m2] przypadająca na 1 mieszkańca"
12.1.a,12,12.1.a.0,"Produktywność zasobów"
12.1.b,12,12.1.b.0,"Krajowa Konsumpcja Materialna (DMC) na 1 mieszkańca"
12.1.c,12,12.1.c.0,"Wskaźnik powtórnego wykorzystania materiałów"
12.2.a,12,12.2.a.0,"Udział powierzchni ekologicznych użytków rolnych z certyfikatem w gospodarstwach ekologicznych w powierzchni użytków rolnych ogółem w gospodarstwach rolnych"
13.1.a,13,13.1.a.0,"Dynamika emisji CO2 (2010=100)"
13.1.b,13,13.1.b.0,"Dynamika emisji gazów cieplarnianych (2010=100)"
13.2.a,13,13.2.a.0,"Udział energii ze źródeł odnawialnych w końcowym zużyciu energii brutto"
13.2.b,13,13.2.b.0,"Pozyskanie energii geotermalnej "
14.1.a,14,14.1.a.0,"Odsetek zasobów rybnych na biologicznie odnawialnym poziomie"
14.2.a,14,14.2.a.0,"Dynamika przeciętnego zatrudnienia w gospodarce morskiej (2010=100)"
14.3.a,14,14.3.a.0,"Obroty ładunkowe w portach morskich"
15.1.a,15,15.1.a.0,"Wskaźnik liczebności ptaków pospolitych krajobrazu rolniczego FBI (2000 = 100)"
15.1.b,15,15.1.b.0,"Udział gruntów zdewastowanych i zdegradowanych wymagających rekultywacji w powierzchni ogółem"
15.1.c,15,15.1.c.0,"Udział powierzchni gruntów leśnych w powierzchni lądowej"
15.2.a,15,15.2.a.0,"Krajowy wskaźnik średniego narażenia na pył PM2,5"
15.2.b,15,15.2.b.0,"Odsetek ludności korzystającej z oczyszczalni ścieków"
15.2.c,15,15.2.c.0,"Ścieki przemysłowe i komunalne oczyszczane biologicznie, chemicznie i z podwyższonym usuwaniem biogenów w % ścieków wymagających oczyszczenia"
16.1.a,16,16.1.a.0,"Odsetek osób, które uważają, że w Polsce żyje się bezpiecznie"
16.1.b,16,16.1.b.0,"Odsetek osób deklarujących zaufanie do instytucji publicznych - wobec władz lokalnych miasta lub gminy"
16.2.a,16,16.2.a.0,"Wskaźnik jakości stanowionego prawa"
16.3.a,16,16.3.a.0,"Średni czas dochodzenia należności z umów drogą sądową"
16.3.b,16,16.3.b.0,"Wskaźnik efektywności rządzenia"
16.4.a,16,16.4.a.0,"Odsetek osób korzystających z Internetu w kontaktach z administracją publiczną do przekazywania wypełnionych formularzy"
16.5.a,16,16.5.a.0,"Stopa inwestycji sektora instytucji rządowych i samorządowych"
17.1.a,17,17.1.a.0,"Oficjalna pomoc rozwojowa ogółem"
17.1.b,17,17.1.b.0,"Oficjalna pomoc rozwojowa dwustronna ogółem"
17.2.a,17,17.2.a.0,"Oficjalna Pomoc Rozwojowa w relacji do dochodu narodowego brutto"
